"Your new password";"Votre nouveau mot de passe"
"Site";"site"
"Username";"Nom d'utilisateur"
"Password";"Mot de passe"
"Username/Email";"Nom d'utilisateur/mot de passe"
"Forms has some errors.";"Le formulaire comporte des erreurs."
"Re-password";"Resaisir le mot de passe"
"password and repassword must be equal.";"les 2 mots de passe doivent être identiques."
"Password for [%s] has been created.";"Le mot de passe pour [%s] a été créé."
"Not defined";"Non défini"
"Access to your administration";
"add group";"ajouter un groupe"
"add permission";"ajouter une permission"
"add picture";"ajouter une image"
"all permissions";"toutes les permissions"
"Attribution already exists";"L'attribution existe déjà."
"Attribution has been deleted.";"L'attribution a été effacée."
"Attribution has been saved.";"L'attribution a été enregistrée."
"cancel";"annuler"
"change";"changer"
"change picture";"changer l'image"
"date creation";"date de création"
"delete";"supprimer"
"Delete";"supprimer"
"disable";"déactiver"
"edit";"editer"
"Edit user";"Edition de l'utilisateur"
"Employees";"Utilisateurs"
"enable";"activer"
"export CSV";"exporter CSV"
"export PDF";"exporter PDF"
"export XLS";"exporter XLS"
"File has been imported.";"Le fichier a été importé."
"Filter";"Afficher"
"firstname";"prénom"
"Functions";"Fonctions"
"Form has some errors.";"Le formulaire comporte des erreurs,"
"form has some errors.";"Le formulaire comporte des erreurs,"
"function";"fonction"
"Function already exists";"La fonction existe déjà."
"Function has been deleted.";"La fonction a été supprimée."
"Function has been saved.";"La fonction a été enregistrée."
"Functions have been saved.";"Les fonctions ont été enregistrées."
"group";"groupe"
"groups";"groupes"
"Groups :\u000A\u000A\""#0#\""\u000A\u000A will be deleted. Confirm ?";"Les groupes :\u000A\u000A\""#0#\""\u000A\u000A vont être supprimés. Confirmer vous ?"
"hello";"bonjour"
"import";"importer"
"Init";"Vider les filtres"
"language";"langue"
"language is not valid.";"la langue est invalide."
"last login";"dernière connexion"
"last password generated";"dernier mot de passe généré"
"last password generation";"génération de dernier mot de passe"
"lastname";"nom"
"my picture";"mon image"
"My profile";"Mon profil"
"name";"nom"
"new";"nouveau"
"New attribution";"Nouvelle attribution"
"new function";"nouvelle fonction"
"New function";"nouvelle fonction"
"New Password";"Nouveau mot de passe"
"new password";"Nouveau mot de passe"
"new product";"nouveau produits"
"new team";"nouvelle équipe"
"New team";"nouvelle équipe"
"New user";"nouvel utilisateur"
"new user";"nouvel utilisateur"
"no";"non"
"No attribution";"aucune attribution"
"No function";"aucune fonction"
"no result";"aucun résultat"
"No team";"aucune équipe"
"one result";"un résultat"
"order_asc";"tri ascendant"
"order_desc";"tri descendant"
"Password";"Mot de passe"
"Permissions :\u000A\u000A\""#0#\""\u000A\u000A will be deleted. Confirm ?";"Les permissions :\u000A\u000A\""#0#\""\u000A\u000A vont être supprimées. Confirmez vous ?"
"picture";"image"
"picture  will be deleted. Confirm ?";"l'image va être supprimée. Confirmez vous ?"
"position";"fonction"
"regenerate password";"regénérer le mot de passe"
"results";"résultats"
"save";"enregistrer"
"selection";"sélection"
"state";"état"
"Team has been created.";"L'équipe a été crée."
"Team has been deleted.";"L'équipe a été supprimée."
"Team has been updated.";"L'équipe a été mise à jour."
"Team is already exist.";"L'équipe existe déjà."
"Teams";"Equipes"
"thanks to select a site";"merci de sélectionner un site"
"this user doesn't exist";"Cet utilisateur n'existe pas"
"title";"titre"
"updated at";"mise à jour le"
"upload";"télécharger"
"user";"utilisateur"
"User already exists";"L'utilisateur existe déjà."
"user already exists";"L'utilisateur existe déjà."
"User already exists";"L'utilisateur existe déjà."
"User already exists.";"L'utilisateur existe déjà."
"User attribution";"Attributions de l'utilisateur"
"user doesn't exist";"L'utilisateur n'existe pas."
"User function";"Fonction de l'utilisateur"
"User has been saved.";"L'utilisateur a été enregistré."
"user_NO";"non"
"user_YES";"oui"
"username";"pseudo"
"Username";"Pseudo"
"Users";"Utilisateurs"
"users";"Utilisateurs"
"Users Administration";"Administration des utilisateurs"
"Users :\u000A\u000A\""#0#\""\u000A\u000A will be deleted. Confirm ?";"Les utilisateurs :\u000A\u000A\""#0#\""\u000A\u000A vont être supprimés. Confirmez vous ?"
"Users have been added to team.";"Les utilisateurs ont été ajoutés à l'équipe."
"Users have been deleted.";"Les utilisateurs ont être supprimés."
"yes";"oui"
"Create password for user [%s]";"Création du mot de passe pour l'utilisateur [%s]"
"Error occurs during email sending.";"Une erreur est apparue durant l'envoi de l'email."
"Team [%s]";"Equipe [%s]"
"Permissions added on user [%s].";"Les permissions ont été ajoutées à l'utilisateur [%s]."
"function has been saved.";"Les fonctions ont été enregistrées."
"New attribution";"Nouvelle attribution"
"Functions";"Fonctions"
"Groups";"Groupes"
"Email already exists.";"L'email existe déjà"
"Password";"Mot de passe"
"Repassword";"Re saisie du mot de passe"
"Email has been sent with new password to (%s).";"Un email a été envoyé avec un nouveau mot de passe à (%s)."
"User %s (%s) has been saved.";"L'utilisateur %s (%s) a été enregistré."
"Manager";"Responsable"
"functions";"fonctions"
"Download model";"Télécharger le modèle"
"No group";"Aucun groupe"
"No team";"Aucune équipe"
"teams";"équipes"
"Users \u000A\u000A""#0#""\u000A\u000A will be deleted. Confirm ?";"Les utilisateurs \u000A\u000A""#0#""\u000A\u000A vont être supprimé. Confirmez vous ?"
"User ""#0#"" will be deleted. Confirm ?";"L\'utilisateur ""#0#"" va être supprimé. Confirmez vous ?"
"Users for the team";"Utilisateurs pour l'équipe"
"Attribution '#0#' will be deleted. Confirm ?";"L'attribution '#0#' va être supprimer. Confirmez vous ?"
"value";"valeur"
"Attribution has been saved.";"L'attribution a été enregistrée."
"View attribution";"Edition de l'attribution"
"Users";"Utilisateurs"
"telepro_manager";"Responsable télépro"
"telepro";"Téléprospecteur"
"sales_manager";"Responsable commercial"
"admin";"Administrateur"
"commercial";"Commercial"
"Remove Duplicate";"Supprimer les doublons"
"Settings have been saved.";"Les paramètres ont été enregistrés."
"User settings";"Configuration utilisateurs"
"Manager 1";"Responsable 1"
"Manager 2";"Responsable 2"
"Team";"Equipe"
"No callcenter";"Aucun callcenter"
"New callcenter";"Nouveau callcenter"
"Callcenter already exists";"Le call center existe déjà."
"Callcenter [%s] has been created.";"Le call center [%s] a été créé."
"Callcenter ""#0#"" will be deleted. Confirm ?";"Le call center ""#0#"" va être supprimé. Confirmez vous ?"
"Callcenter [%s] has been updated.";"Le call center a été mis à jour."
"User [%s] has been updated.";"L'utilisateur [%s] a été mis à jour."
"View Callcenter";"Edition Callcenter"
"Name";"Nom"
"ACTIVE";"Actif"
"DELETE";"Supprimé"
"Disable";"Déactivé"
"Enable";"Activé"
"Date creation";"Date création"
"State";"Etat"
"Last login";"Dernière connexion"
"Number of users connected";"Nombre d'utilisateurs connectés"
"Logout timer";"Temps rafraichissement logout"
"User ""#0#"" will be logged out. Confirm ?";"L\'utilisateur ""#0#"" va être déconnecté. Confirmez vous ?"
"Save";"Enregistrer"
"Telepro Group";"Groupe Telepro"
"Sales Group";"Groupe Commercial"
"Position";"Fonction"
"Groups";"Groupes"
"Edit";"Editer"
"Sessions";"Connexions"
"Not active";"Non actif"
"Firstname";"Prénom"
"Lastname";"Nom"
"Locked";"Vérrouiller"
"Locked at";"Vérrouiller à"
"Unlocked by";"Déverrouiller par"
"Number of trys";"Nombre d'essais"
"Profiles";"Profils"
"Profile";"Profil"
"Edit User Profile";"Editer le profil de l'utilisateur"
"No profile";"Aucun profil"
"profile";"profil"
"New profile";"Nouveau profil"
"User profile";"Profils utilisateur"
"View Profile";"Editer le profil"
"New Profile";"Nouveau profil"
"Profile has been saved.";"Le profil a été enregistré."
"View user";"Editer l'utilisateur"
"Cancel";"Annuler"
"Telepro Profiles";"Profils télépro"
"Sale Profiles";"Profils commercial"
"Number of uppercase characters";"Nombre de caractères majuscules"
"Number of digits";"Nombre de chiffres"
"Password length";"Longueur du mot de passe"
"Number of specific chars";"Nombre de caractères spécifiques"
"List of specific chars";"Liste de caractères spécifiques"
"Password settings";"Configuration mot de passe"
"The password must contain %s, %s, %s from list [%s]";"Le mot de passe doit contenir %s, %s, %s de la liste [%s]"
"The password must contain ";"Le mot de passe doit contenir "
" from list [{special_list}]";" de la liste [{special_list}]"
"[0]no number|[1]one number|(1,Inf]%s numbers";"[0]pas de numéro|[1]un numéro|(1,Inf]%s nombres"
"[0]no uppercase|[1]one uppercase|(1,Inf]%s uppercases";"[0]pas de majuscule|[1]une majuscule|(1,Inf]%s majuscules"
"[0]no special char|[1]one special char|(1,Inf]%s special chars";"[0]aucun caractère spécial|[1]un caractère spécial|(1,Inf]%s caractères spéciaux"
"View Function";"Editer la fonction"
"--- Not defined ---";"--- Non défini ---"
"--- In progress user ---";"--- Utilisateur en cours de création ---"
"Filter has some errors.";"Le filtre comporte des erreurs."
"Team by default";"Equipe par défaut"
"No creator";"Aucun créateur"
"Creator";"Créateur"
"No manager";"Aucun responsable"
"No permission";"Aucune permission"
"No team";"Aucune équipe"
"Team Manager ?";"Chef d'équipe ?"
"[0] no selected element|[1]one selected element|(1,Inf]%s selected elements";"[0] aucun élément sélectionné|[1]un élément sélectionné|(1,Inf]%s éléments sélectionnés"
"Parameters";"Paramètres"
"Generate password";"Générer un mot de passe"
"Multiple update";"Traitement multiple"
"Process";"Traiter"
"No email in selection";"Aucune email dans la sélection"
"New password";"Nouveau mot de passe"
"Validation message has been sent to your email";"Un message avec un lien de téléchargement a été envoyée sur votre email"
"User";"Utilisateur"
"Token";"Jeton"
"Created at";"Créé le"
"Tokens";"Jetons de validation"
"New password have been sent to selection";"Un nouveau mot de passe à été envoyé à la sélection"
"No token";"Pas de jeton"
"Company";"Société"
"Confirm By Code";"Confirmé par code"